minute,cpu_temp_c,gpu_temp_c,gpu_power_w,load1,mem_avail_kb,ra_rss_kb,ra_anon_kb,ra_file_kb,ra_shmem_kb,ra_swap_kb,ra_vsize_kb,comp_rss_kb,comp_anon_kb,comp_threads,enc_rss_kb,enc_anon_kb,hb_log_bytes,rec_log_bytes,archive_files,recovery_state,restarts,fec_groups,fec_send_errors
83.08,55.625,45.0,24.0,1.9345703125,7909584,270116,71960,195944,2212,0,2541812,47148,34748,6,120596,28012,2240149,15347,0,PLAYING,0,661901,0
83.58,55.875,46.0,24.0,2.73486328125,7915412,270116,71960,195944,2212,0,2541812,47148,34748,6,120596,28012,2244041,15347,0,PLAYING,0,665751,0
84.08,56.125,45.0,21.0,3.3623046875,7909256,270116,71960,195944,2212,0,2543032,47148,34748,6,120596,28012,2247934,15347,0,PLAYING,0,669806,0
84.58,55.125,45.0,20.0,2.6611328125,7918108,270072,71960,195944,2168,0,2545528,47156,34756,6,120596,28012,2251827,15347,0,PLAYING,0,673729,0
85.08,55.625,44.0,24.0,2.5400390625,7909644,270116,71960,195944,2212,0,2541812,47156,34756,6,120596,28012,2255718,15347,0,PLAYING,0,677875,0
85.58,56.125,44.0,24.0,2.193359375,7901380,270116,71960,195944,2212,0,2538164,47156,34756,6,120596,28012,2259609,15347,0,PLAYING,0,681910,0
86.08,56.375,45.0,25.0,2.076171875,7904376,270116,71960,195944,2212,0,2546296,47156,34756,6,120596,28012,2263498,15347,0,PLAYING,0,685922,0
86.59,54.75,46.0,21.0,2.00244140625,7905268,270092,71960,195944,2188,0,2539820,47156,34756,6,120596,28012,2267391,15347,0,PLAYING,0,689807,0
87.09,54.75,44.0,24.0,1.9716796875,7901008,270092,71960,195944,2188,0,2539820,47156,34756,6,120596,28012,2271285,15347,0,PLAYING,0,693851,0
87.59,54.625,45.0,26.0,2.927734375,7898052,270092,71960,195944,2188,0,2539820,47156,34756,6,120596,28012,2275183,15347,0,PLAYING,0,697889,0
88.09,55.25,44.0,22.0,2.35595703125,7908244,270116,71960,195944,2212,0,2541812,47156,34756,6,120596,28012,2279074,15347,0,PLAYING,0,701996,0
88.59,54.875,44.0,20.0,2.140625,7899036,270116,71960,195944,2212,0,2539384,47156,34756,6,120596,28012,2282968,15347,0,PLAYING,0,705925,0
89.09,56.0,45.0,25.0,2.9013671875,7901592,270116,71960,195944,2212,0,2541812,47156,34756,6,120596,28012,2286860,15347,0,PLAYING,0,709761,0
89.59,56.125,45.0,22.0,2.3515625,7889720,270116,71960,195944,2212,0,2556148,47156,34756,6,120596,28012,2290751,15347,0,PLAYING,0,713629,0
90.09,56.25,45.0,22.0,2.10205078125,7899880,270116,71960,195944,2212,0,2540592,47160,34760,6,120596,28012,2294642,15347,0,PLAYING,0,717688,0
90.59,55.125,45.0,25.0,2.009765625,7898520,270072,71960,195944,2168,0,2543088,47160,34760,6,120596,28012,2298276,15347,0,PLAYING,0,721624,0
91.09,55.5,45.0,24.0,1.89208984375,7907288,270116,71960,195944,2212,0,2543860,47160,34760,6,120596,28012,2302168,15347,0,PLAYING,0,725763,0
91.59,55.875,45.0,23.0,2.19775390625,7813724,270116,71960,195944,2212,0,2550060,47160,34760,6,120596,28012,2306060,15347,0,PLAYING,0,729817,0
92.09,55.375,45.0,25.0,2.068359375,7849172,270116,71960,195944,2212,0,2541432,47164,34764,6,120596,28012,2309956,15347,0,PLAYING,0,733812,0
92.59,54.625,45.0,22.0,1.830078125,7850680,270092,71960,195944,2188,0,2539820,47168,34768,6,120596,28012,2313851,15347,0,PLAYING,0,737714,0
93.09,54.75,44.0,20.0,1.79931640625,7880788,270092,71960,195944,2188,0,2539820,47168,34768,6,120596,28012,2317743,15347,0,PLAYING,0,741735,0
93.59,54.625,45.0,23.0,1.78662109375,7879700,270092,71960,195944,2188,0,2539820,47168,34768,6,120596,28012,2321634,15347,0,PLAYING,0,745779,0
94.09,55.25,45.0,25.0,2.0771484375,7890436,270116,71960,195944,2212,0,2541812,47168,34768,6,120596,28012,2325527,15347,0,PLAYING,0,749900,0
94.59,56.125,45.0,20.0,2.20947265625,7885568,270116,71960,195944,2212,0,2545080,47168,34768,6,120596,28012,2329421,15347,0,PLAYING,0,753832,0
95.09,56.375,45.0,22.0,1.9375,7897096,270116,71960,195944,2212,0,2543860,47168,34768,6,120596,28012,2333315,15347,0,PLAYING,0,757658,0
95.59,56.25,45.0,24.0,2.0986328125,7893024,270116,71960,195944,2212,0,2541812,47172,34772,6,120596,28012,2337207,15347,0,PLAYING,0,761510,0
96.09,56.25,44.0,23.0,2.041015625,7902272,270116,71960,195944,2212,0,2543032,47172,34772,6,120596,28012,2341100,15347,0,PLAYING,0,765565,0
96.59,55.625,45.0,20.0,1.88232421875,7887332,270072,71960,195944,2168,0,2543088,47292,34892,6,120596,28012,2344996,15347,0,PLAYING,0,769506,0
97.1,55.75,45.0,24.0,1.95556640625,7912772,270116,71960,195944,2212,0,2541812,47292,34892,6,120596,28012,2348892,15347,0,PLAYING,0,773675,0
97.6,56.125,45.0,25.0,1.64013671875,7905764,270116,71960,195944,2212,0,2543032,47292,34892,6,120596,28012,2352784,15347,0,PLAYING,0,777630,0
98.1,56.25,45.0,24.0,1.501953125,7899292,270116,71960,195944,2212,0,2541812,47296,34896,6,120596,28012,2356678,15347,0,PLAYING,0,781717,0
98.6,54.875,45.0,20.0,1.63134765625,7904784,270084,71960,195944,2180,0,2537772,47296,34896,6,120596,28012,2360570,15347,0,PLAYING,0,785594,0
99.1,55.25,45.0,24.0,1.51806640625,7902920,270092,71960,195944,2188,0,2539820,47296,34896,6,120596,28012,2364462,15347,0,PLAYING,0,789563,0
99.6,55.375,45.0,24.0,1.7880859375,7900404,270092,71960,195944,2188,0,2539820,47300,34900,6,120596,28012,2368356,15347,0,PLAYING,0,793615,0
100.1,54.75,45.0,24.0,1.6865234375,7902540,270072,71960,195944,2168,0,2538160,47300,34900,6,120596,28012,2372249,15347,0,PLAYING,0,797630,0
100.6,56.125,45.0,24.0,1.65869140625,7885328,270116,71960,195944,2212,0,2543860,47300,34900,6,120596,28012,2376141,15347,0,PLAYING,0,801706,0
101.1,55.75,47.0,26.0,1.8603515625,7898336,270116,71960,195944,2212,0,2541812,47300,34900,6,120596,28012,2380034,15347,0,PLAYING,0,805555,0
101.6,56.0,45.0,24.0,2.1455078125,7888664,270116,71960,195944,2212,0,2543860,47304,34904,6,120596,28012,2383926,15347,0,PLAYING,0,809385,0
102.1,55.5,45.0,20.0,2.33447265625,7879296,270116,71960,195944,2212,0,2548012,47304,34904,6,120596,28012,2387818,15347,0,PLAYING,0,813400,0
102.6,56.0,45.0,23.0,1.990234375,7886808,270628,71960,196456,2212,0,2543032,47304,34904,6,120596,28012,2391710,15347,0,PLAYING,0,817366,0
103.1,54.875,45.0,23.0,1.66162109375,7879988,270584,71960,196456,2168,0,2541808,47308,34908,6,120596,28012,2395603,15347,0,PLAYING,0,821359,0
103.6,56.125,45.0,20.0,1.99462890625,7886276,270628,71960,196456,2212,0,2543032,47308,34908,6,120596,28012,2399498,15347,0,PLAYING,0,825399,0
104.1,56.125,45.0,25.0,1.88525390625,7888840,270628,71960,196456,2212,0,2541812,47308,34908,6,120596,28012,2403387,15347,0,PLAYING,0,829550,0
104.6,54.875,45.0,25.0,1.9365234375,7890724,270600,71960,196456,2184,0,2537772,47308,34908,6,120596,28012,2407278,15347,0,PLAYING,0,833441,0
105.1,54.5,45.0,25.0,1.76513671875,7887800,270604,71960,196456,2188,0,2539820,47308,34908,6,120596,28012,2411170,15347,0,PLAYING,0,837433,0
105.6,54.625,45.0,24.0,1.73388671875,7884044,270604,71960,196456,2188,0,2539820,47308,34908,6,120596,28012,2415064,15347,0,PLAYING,0,841479,0
106.1,54.625,44.0,20.0,1.83349609375,7889812,270600,71960,196456,2184,0,2536944,47336,34936,6,120596,28012,2418959,15347,0,PLAYING,0,845503,0
106.6,55.375,45.0,25.0,1.95849609375,7895376,270628,71960,196456,2212,0,2545080,47336,34936,6,120596,28012,2422854,15347,0,PLAYING,0,849584,0
107.1,55.625,45.0,24.0,3.00927734375,7894432,270628,71960,196456,2212,0,2543032,47336,34936,6,120596,28012,2426744,15347,0,PLAYING,0,853424,0
107.61,56.0,44.0,20.0,2.6630859375,7896208,270628,71960,196456,2212,0,2543032,47336,34936,6,120596,28012,2430635,15347,0,PLAYING,0,857283,0
108.11,55.625,46.0,26.0,2.2744140625,7898016,270628,71960,196456,2212,0,2543032,47336,34936,6,120596,28012,2434525,15347,0,PLAYING,0,861337,0
108.61,55.375,44.0,25.0,2.32373046875,7892388,270628,71960,196456,2212,0,2541432,47336,34936,6,120596,28012,2438417,15347,0,PLAYING,0,865272,0
109.11,54.875,45.0,23.0,2.150390625,7877440,270628,71960,196456,2212,0,2548012,47336,34936,6,120596,28012,2442053,15347,0,PLAYING,0,869348,0
109.61,55.375,44.0,20.0,2.05517578125,7893636,270628,71960,196456,2212,0,2543032,47336,34936,6,120596,28012,2445947,15347,0,PLAYING,0,873408,0
110.11,55.0,45.0,25.0,1.9892578125,7891084,270628,71960,196456,2212,0,2541432,47336,34936,6,120596,28012,2449840,15347,0,PLAYING,0,877490,0
110.61,54.25,45.0,20.0,1.78076171875,7878972,270604,71960,196456,2188,0,2539820,47336,34936,6,120596,28012,2453731,15347,0,PLAYING,0,881381,0
111.11,54.375,44.0,24.0,1.7666015625,7880008,270604,71960,196456,2188,0,2539820,47336,34936,6,120596,28012,2457625,15347,0,PLAYING,0,885413,0
111.61,54.25,44.0,20.0,2.00927734375,7875588,270604,71960,196456,2188,0,2539820,47336,34936,6,120596,28012,2461518,15347,0,PLAYING,0,889450,0
112.11,54.875,44.0,24.0,1.68359375,7880436,270628,71960,196456,2212,0,2543860,47336,34936,6,120596,28012,2465413,15347,0,PLAYING,0,893570,0
112.61,55.375,45.0,23.0,1.67236328125,7885372,270628,71960,196456,2212,0,2539384,47356,34956,6,120596,28012,2469304,15347,0,PLAYING,0,897486,0
113.11,55.75,45.0,21.0,1.61962890625,7878800,270628,71960,196456,2212,0,2543860,47360,34960,6,120596,28012,2473194,15347,0,PLAYING,0,901321,0
113.61,55.625,44.0,23.0,1.984375,7883516,270628,71960,196456,2212,0,2543860,47360,34960,6,120596,28012,2477089,15347,0,PLAYING,0,905168,0
114.11,55.625,44.0,21.0,1.92822265625,7883856,270628,71960,196456,2212,0,2543032,47360,34960,6,120596,28012,2480982,15347,0,PLAYING,0,909220,0
114.61,54.625,45.0,25.0,1.74462890625,7871788,270560,71960,196456,2144,0,2543916,47364,34964,6,120596,28012,2484873,15347,0,PLAYING,0,913096,0
115.11,54.625,44.0,22.0,2.544921875,7865208,270628,71960,196456,2212,0,2548012,47364,34964,6,120596,28012,2488768,15347,0,PLAYING,0,917283,0
115.61,55.25,44.0,19.0,2.19091796875,7877596,270628,71960,196456,2212,0,2539384,47364,34964,6,120596,28012,2492662,15347,0,PLAYING,0,921248,0
116.11,55.25,46.0,25.0,1.9833984375,7898092,270628,71960,196456,2212,0,2541432,47364,34964,6,120596,28012,2496552,15347,0,PLAYING,0,925301,0
116.61,54.375,44.0,23.0,2.404296875,7868428,270604,71960,196456,2188,0,2539820,47364,34964,6,120596,28012,2500445,15347,0,PLAYING,0,929178,0
117.11,54.625,44.0,20.0,2.1123046875,7881476,270604,71960,196456,2188,0,2539820,47364,34964,6,120596,28012,2504335,15347,0,PLAYING,0,933203,0
117.62,54.375,45.0,24.0,1.92919921875,7891808,270604,71960,196456,2188,0,2539820,47368,34968,6,120596,28012,2508227,15347,0,PLAYING,0,937237,0
118.12,54.875,44.0,24.0,1.75146484375,7899664,270628,71960,196456,2212,0,2541812,47368,34968,6,120596,28012,2512122,15347,0,PLAYING,0,941354,0
118.62,55.375,45.0,21.0,1.59228515625,7899100,270628,71960,196456,2212,0,2545080,47368,34968,6,120596,28012,2516018,15347,0,PLAYING,0,945284,0
119.12,55.625,45.0,20.0,1.771484375,7898708,270628,71960,196456,2212,0,2543860,47368,34968,6,120596,28012,2519907,15347,0,PLAYING,0,949121,0
119.62,55.875,45.0,24.0,1.666015625,7896596,270628,71960,196456,2212,0,2543860,47368,34968,6,120596,28012,2523799,15347,0,PLAYING,0,952965,0
120.12,55.875,45.0,24.0,1.66943359375,7904380,270628,71960,196456,2212,0,2541812,47372,34972,6,120596,28012,2527689,15347,0,PLAYING,0,957012,0
120.62,55.375,45.0,20.0,2.27490234375,7900388,270628,71960,196456,2212,0,2543480,47372,34972,6,120596,28012,2531583,15347,0,PLAYING,0,960897,0
121.12,54.875,45.0,25.0,2.01708984375,7892900,270628,71960,196456,2212,0,2545964,47380,34980,6,120596,28012,2535479,15347,0,PLAYING,0,965000,0
121.62,55.25,44.0,21.0,2.228515625,7895832,270628,71960,196456,2212,0,2548012,47384,34984,6,120596,28012,2539370,15347,0,PLAYING,0,969145,0
122.12,55.125,44.0,20.0,2.06689453125,7902704,270628,71960,196456,2212,0,2545080,47384,34984,6,120596,28012,2543263,15347,0,PLAYING,0,973148,0
122.62,54.375,44.0,23.0,1.7080078125,7900124,270604,71960,196456,2188,0,2539820,47388,34988,6,120596,28012,2547159,15347,0,PLAYING,0,977049,0
123.12,54.5,44.0,26.0,2.46826171875,7890164,270604,71960,196456,2188,0,2539820,47388,34988,6,120596,28012,2551052,15347,0,PLAYING,0,981078,0
123.62,54.375,44.0,20.0,2.06689453125,7886008,270604,71960,196456,2188,0,2539820,47388,34988,6,120596,28012,2554946,15347,0,PLAYING,0,985110,0
124.12,55.25,44.0,24.0,1.96337890625,7893344,270628,71960,196456,2212,0,2545080,47388,34988,6,120596,28012,2558842,15347,0,PLAYING,0,989230,0
124.62,54.125,44.0,21.0,2.17822265625,7890972,270628,71960,196456,2212,0,2543032,47388,34988,6,120596,28012,2561961,15564,0,PAUSED_RECOVERING,0,993321,0
125.12,54.75,45.0,24.0,1.83251953125,7902988,270628,71960,196456,2212,0,2543860,47388,34988,6,120596,28012,2565855,15765,0,PLAYING,0,997236,0
125.62,55.625,45.0,24.0,1.6826171875,7889992,270628,71960,196456,2212,0,2541812,47388,34988,6,120596,28012,2569750,15765,0,PLAYING,0,1001064,0
126.12,55.5,45.0,23.0,1.6884765625,7899644,270628,71960,196456,2212,0,2538164,47388,34988,6,120596,28012,2573643,15765,0,PLAYING,0,1004920,0
126.62,56.0,45.0,24.0,1.7607421875,7898080,270628,71960,196456,2212,0,2543032,47392,34992,6,120596,28012,2577533,15765,0,PLAYING,0,1008991,0
127.12,54.75,44.0,20.0,1.79931640625,7896252,270604,71960,196456,2188,0,2543916,47392,34992,6,120596,28012,2581425,15765,0,PLAYING,0,1012970,0
127.62,55.875,45.0,26.0,1.6201171875,7896044,270628,71960,196456,2212,0,2541812,47516,35116,6,120596,28012,2585319,15765,0,PLAYING,0,1017057,0
128.13,55.375,44.0,22.0,1.52197265625,7890224,270628,71960,196456,2212,0,2550060,47516,35116,6,120596,28012,2589213,15765,0,PLAYING,0,1021121,0
128.63,56.0,45.0,24.0,1.76708984375,7899064,270628,71960,196456,2212,0,2543032,47516,35116,6,120596,28012,2593103,15765,0,PLAYING,0,1025046,0
129.13,54.5,45.0,25.0,1.7607421875,7898220,270604,71960,196456,2188,0,2539820,47516,35116,6,120596,28012,2596996,15765,0,PLAYING,0,1028905,0
129.63,54.625,45.0,24.0,1.71142578125,7890728,270604,71960,196456,2188,0,2539820,47516,35116,6,120596,28012,2600890,15765,0,PLAYING,0,1032896,0
130.13,54.75,45.0,24.0,1.8515625,7889900,270604,71960,196456,2188,0,2539820,47516,35116,6,120596,28012,2604782,15765,0,PLAYING,0,1036946,0
130.63,54.75,44.0,20.0,2.38818359375,7883704,270624,71960,196456,2208,0,2538992,47524,35124,6,120596,28012,2608674,15765,0,PLAYING,0,1040986,0
131.13,56.125,45.0,20.0,2.5009765625,7885936,270628,71960,196456,2212,0,2541812,47524,35124,6,120596,28012,2612567,15765,0,PLAYING,0,1045003,0
131.63,55.125,45.0,25.0,2.5322265625,7882936,270628,71960,196456,2212,0,2541812,47524,35124,6,120596,28012,2616458,15765,0,PLAYING,0,1048870,0
132.13,55.75,45.0,23.0,3.306640625,7883704,270628,71960,196456,2212,0,2543860,47524,35124,6,120596,28012,2620352,15765,0,PLAYING,0,1052677,0
132.63,55.25,44.0,21.0,2.65771484375,7888536,270628,71960,196456,2212,0,2547956,47524,35124,6,120596,28012,2624245,15765,0,PLAYING,0,1056593,0
133.13,56.5,45.0,25.0,2.58740234375,7881472,270628,71960,196456,2212,0,2543032,47524,35124,6,120596,28012,2628140,15765,0,PLAYING,0,1060648,0
133.63,54.75,45.0,22.0,2.62841796875,7882280,270792,71960,196644,2188,0,2539820,47524,35124,6,120596,28012,2632034,15765,0,PLAYING,0,1064617,0
134.13,55.875,45.0,19.0,2.146484375,7878416,270876,71960,196704,2212,0,2541812,47524,35124,6,120596,28012,2635926,15765,0,PLAYING,0,1068720,0
134.63,55.75,45.0,24.0,3.009765625,7879356,270876,71960,196704,2212,0,2543860,47524,35124,6,120596,28012,2639821,15765,0,PLAYING,0,1072850,0
135.13,54.625,45.0,25.0,2.39501953125,7868856,270844,71960,196704,2180,0,2539820,47532,35132,7,120596,28012,2643454,15765,0,PLAYING,0,1076713,0
135.63,54.375,44.0,24.0,2.0166015625,7870592,270852,71960,196704,2188,0,2539820,47528,35128,6,120596,28012,2647350,15765,0,PLAYING,0,1080695,0
136.13,54.625,44.0,24.0,1.947265625,7880692,270852,71960,196704,2188,0,2539820,47528,35128,6,120596,28012,2651242,15765,0,PLAYING,0,1084735,0
136.63,54.375,45.0,23.0,1.85400390625,7843792,270840,71960,196704,2176,0,2536944,47528,35128,6,120596,28012,2655135,15765,0,PLAYING,0,1088753,0
137.13,55.125,46.0,26.0,1.57861328125,7888680,270876,71960,196704,2212,0,2545080,47528,35128,6,120596,28012,2659032,15765,0,PLAYING,0,1092859,0
137.63,55.375,44.0,25.0,1.61962890625,7889248,270876,71960,196704,2212,0,2541812,47528,35128,6,120596,28012,2662923,15765,0,PLAYING,0,1096673,0
138.13,55.625,44.0,25.0,1.86865234375,7871528,270876,71960,196704,2212,0,2556148,47528,35128,6,120596,28012,2666816,15765,0,PLAYING,0,1100513,0
138.64,55.25,45.0,25.0,3.08154296875,7884092,270876,71960,196704,2212,0,2543032,47528,35128,6,120596,28012,2670708,15765,0,PLAYING,0,1104563,0
139.14,55.375,45.0,24.0,2.453125,7886300,270876,71960,196704,2212,0,2544248,47532,35132,6,120596,28012,2674600,15765,0,PLAYING,0,1108514,0
139.64,54.75,44.0,23.0,2.10498046875,7885292,270872,71960,196704,2208,0,2543088,47532,35132,6,120596,28012,2678493,15765,0,PLAYING,0,1112559,0
140.14,55.125,44.0,23.0,1.8974609375,7885232,271580,72664,196704,2212,0,2543736,47532,35132,6,120596,28012,2682387,15765,0,PLAYING,0,1116641,0
140.64,55.875,45.0,24.0,1.76611328125,7870300,271580,72664,196704,2212,0,2543736,47536,35136,6,120596,28012,2686276,15765,0,PLAYING,0,1120714,0
141.14,54.5,45.0,25.0,2.3232421875,7876352,271548,72664,196704,2180,0,2540524,47512,35112,6,120596,28012,2690169,15765,0,PLAYING,0,1124612,0
141.64,54.375,44.0,23.0,1.9306640625,7874420,271556,72664,196704,2188,0,2540524,47520,35120,6,120596,28012,2694060,15765,0,PLAYING,0,1128577,0
142.14,54.625,44.0,23.0,1.5625,7867344,271556,72664,196704,2188,0,2540524,47520,35120,6,120596,28012,2697953,15765,0,PLAYING,0,1132648,0
142.64,54.375,44.0,24.0,1.53857421875,7860456,271544,72664,196704,2176,0,2537648,47524,35124,6,120596,28012,2701846,15765,0,PLAYING,0,1136640,0
143.14,55.875,45.0,24.0,1.3828125,7876732,271580,72664,196704,2212,0,2542516,47524,35124,6,120596,28012,2705739,15765,0,PLAYING,0,1140689,0
143.64,55.0,44.0,24.0,1.3115234375,7872396,271580,72664,196704,2212,0,2541296,47524,35124,6,120596,28012,2709629,15765,0,PLAYING,0,1144568,0
144.14,55.5,45.0,24.0,1.8447265625,7879472,271580,72664,196704,2212,0,2542516,47528,35128,6,120596,28012,2713523,15765,0,PLAYING,0,1148387,0
144.64,54.75,44.0,20.0,1.58447265625,7864408,271580,72664,196704,2212,0,2548716,47528,35128,6,120596,28012,2717414,15765,0,PLAYING,0,1152370,0
145.14,55.25,44.0,22.0,1.7197265625,7874552,271580,72664,196704,2212,0,2543736,47528,35128,6,120596,28012,2721304,15765,0,PLAYING,0,1156370,0
145.64,54.375,44.0,21.0,1.51318359375,7867160,271572,72664,196704,2204,0,2543792,47532,35132,6,120596,28012,2725200,15765,0,PLAYING,0,1160404,0
146.14,56.0,44.0,24.0,1.86181640625,7872820,271580,72664,196704,2212,0,2545784,47532,35132,6,120596,28012,2729091,15765,0,PLAYING,0,1164437,0
146.64,55.0,45.0,24.0,2.109375,7874452,271580,72664,196704,2212,0,2543736,47532,35132,6,120596,28012,2732981,15765,0,PLAYING,0,1168555,0
147.14,55.375,45.0,27.0,1.90771484375,7875308,271648,72664,196772,2212,0,2545784,47536,35136,6,120596,28012,2736615,15765,0,PLAYING,0,1172477,0
147.64,54.125,44.0,25.0,1.66943359375,7870492,271628,72668,196772,2188,0,2540524,47536,35136,6,120596,28012,2740506,15765,0,PLAYING,0,1176351,0
148.14,53.5,43.0,23.0,1.5361328125,7864468,271628,72668,196772,2188,0,2540524,47536,35136,6,120596,28012,2743625,16180,0,PLAYING,0,1180316,0
148.64,54.25,44.0,23.0,1.45068359375,7857760,271628,72668,196772,2188,0,2540524,47536,35136,6,120596,28012,2747516,16180,0,PLAYING,0,1184354,0
149.15,54.125,44.0,23.0,2.21435546875,7865968,271628,72668,196772,2188,0,2537648,47548,35148,6,120596,28012,2751153,16180,0,PLAYING,0,1188396,0
149.65,55.75,44.0,23.0,1.876953125,7838344,271652,72668,196772,2212,0,2545784,47548,35148,6,120596,28012,2753745,16315,0,PLAYING,0,1192430,0
150.15,54.625,44.0,20.0,1.71923828125,7835704,271652,72668,196772,2212,0,2542516,47548,35148,6,120596,28012,2757638,16315,0,PLAYING,0,1196326,0
150.65,56.0,44.0,23.0,2.07275390625,7830560,271652,72668,196772,2212,0,2542516,47552,35152,6,120596,28012,2761529,16315,0,PLAYING,0,1200138,0
151.15,55.375,44.0,22.0,1.763671875,7820660,271652,72668,196772,2212,0,2549488,47552,35152,6,120596,28012,2764641,16729,0,PLAYING,0,1204118,0
151.65,55.75,44.0,21.0,1.7158203125,7858200,271652,72668,196772,2212,0,2542516,47552,35152,6,120596,28012,2768535,16729,0,PLAYING,0,1208207,0
152.15,51.0,43.0,21.0,1.671875,7863680,271652,72668,196772,2212,0,2542136,47552,35152,6,120596,28012,2769832,16943,0,PAUSED_RECOVERING,0,1211941,0
152.65,48.75,42.0,20.0,1.66259765625,7865180,271652,72668,196772,2212,0,2538476,47552,35152,6,120596,28012,2769832,16943,0,PAUSED_RECOVERING,0,1215545,0
153.15,48.875,43.0,19.0,1.52099609375,7858828,271652,72668,196772,2212,0,2547888,47656,35256,6,120004,27484,2770877,17763,0,PLAYING,1,1219115,0
153.65,53.125,43.0,24.0,1.45263671875,7860012,271652,72668,196772,2212,0,2546664,47660,35260,6,120380,27860,2774765,17763,0,PLAYING,1,1223218,0
154.15,54.75,44.0,24.0,2.11083984375,7866212,271652,72668,196772,2212,0,2540084,47660,35260,6,120380,27860,2778659,17763,0,PLAYING,1,1227235,0
154.65,55.5,44.0,21.0,1.8876953125,7866232,271652,72668,196772,2212,0,2544564,47660,35260,6,120424,27904,2782553,17763,0,PLAYING,1,1231348,0
155.15,54.0,45.0,25.0,2.34814453125,7867444,271628,72668,196772,2188,0,2540524,47668,35268,6,120424,27904,2786449,17763,0,PLAYING,1,1235235,0
155.65,54.25,45.0,24.0,2.49169921875,7865892,271628,72668,196772,2188,0,2540524,47668,35268,6,120424,27904,2790086,17763,0,PLAYING,1,1239256,0
156.15,54.375,44.0,20.0,2.52294921875,7862288,271628,72668,196772,2188,0,2540524,47668,35268,6,120424,27904,2793466,18180,0,PLAYING,1,1243284,0
156.65,53.875,43.0,21.0,2.38134765625,7864816,271624,72672,196772,2180,0,2538864,47668,35268,6,120424,27904,2797099,18180,0,PLAYING,1,1247305,0
157.15,55.25,44.0,23.0,2.25732421875,7935868,271656,72672,196772,2212,0,2537648,47672,35272,6,120464,27944,2800994,18180,0,PLAYING,1,1251374,0
157.65,55.125,44.0,23.0,3.17578125,7925284,271656,72672,196772,2212,0,2556852,47672,35272,6,120464,27944,2804888,18180,0,PLAYING,1,1255235,0
158.15,55.5,44.0,20.0,2.708984375,7966268,271656,72672,196772,2212,0,2542516,47672,35272,6,120464,27944,2808779,18180,0,PLAYING,1,1259075,0
158.65,55.125,45.0,25.0,2.31005859375,7958748,271656,72672,196772,2212,0,2543736,47672,35272,6,120464,27944,2812669,18180,0,PLAYING,1,1263134,0
159.15,54.75,44.0,22.0,2.294921875,7941844,271656,72672,196772,2212,0,2552376,47672,35272,6,120464,27944,2816560,18180,0,PLAYING,1,1267035,0
159.66,54.5,44.0,20.0,2.0732421875,7940172,271656,72672,196772,2212,0,2551984,47672,35272,6,120464,27944,2820456,18180,0,PLAYING,1,1271166,0
160.16,56.125,45.0,24.0,2.8037109375,7953004,271656,72672,196772,2212,0,2544564,47676,35276,6,120468,27948,2824351,18180,0,PLAYING,1,1275141,0
160.66,55.625,45.0,24.0,2.216796875,7957452,271656,72672,196772,2212,0,2544564,47676,35276,6,120504,27984,2828243,18180,0,PLAYING,1,1279243,0
161.16,54.375,44.0,24.0,1.91357421875,7947268,271612,72672,196772,2168,0,2540524,47680,35280,6,120508,27988,2832132,18180,0,PLAYING,1,1283128,0
161.66,54.25,45.0,24.0,3.27783203125,7947716,271632,72672,196772,2188,0,2540524,47680,35280,6,120508,27988,2836020,18180,0,PLAYING,1,1287098,0
162.16,54.125,44.0,20.0,2.830078125,7939364,271632,72672,196772,2188,0,2540524,47680,35280,6,120508,27988,2839915,18180,0,PLAYING,1,1291133,0
162.66,54.0,45.0,24.0,2.77734375,7942788,271632,72672,196772,2188,0,2540524,47680,35280,6,120508,27988,2843810,18180,0,PLAYING,1,1295130,0
163.16,55.75,45.0,24.0,2.48095703125,7949360,271656,72672,196772,2212,0,2543736,47680,35280,6,120508,27988,2847445,18180,0,PLAYING,1,1299195,0
163.66,55.0,45.0,24.0,2.49365234375,7951716,271656,72672,196772,2212,0,2543736,47684,35284,6,120508,27988,2851337,18180,0,PLAYING,1,1303085,0
164.16,55.75,44.0,24.0,2.09326171875,7958100,271656,72672,196772,2212,0,2543736,47684,35284,6,120508,27988,2855230,18180,0,PLAYING,1,1306926,0
164.66,55.375,44.0,24.0,2.0654296875,7948184,271656,72672,196772,2212,0,2540088,47684,35284,6,120508,27988,2859121,18180,0,PLAYING,1,1310824,0
165.16,55.625,44.0,21.0,2.0693359375,7948044,271656,72672,196772,2212,0,2542516,47688,35288,6,120508,27988,2862497,18180,0,PLAYING,1,1314876,0
165.66,54.625,45.0,23.0,2.65869140625,7947124,271632,72672,196772,2188,0,2544620,47688,35288,6,120508,27988,2866391,18180,0,PLAYING,1,1318844,0
166.16,55.625,45.0,24.0,2.43017578125,7957252,271656,72672,196772,2212,0,2543736,47688,35288,6,120508,27988,2870285,18180,0,PLAYING,1,1322961,0
166.66,55.125,45.0,23.0,2.29443359375,7952444,271656,72672,196772,2212,0,2542516,47692,35292,6,120508,27988,2873918,18180,0,PLAYING,1,1327087,0
167.16,55.0,44.0,20.0,1.919921875,7952356,271656,72672,196772,2212,0,2542136,47692,35292,6,120508,27988,2877827,18180,0,PLAYING,1,1331007,0
