arm,run,elapsed_ms,type,jump_packets,idr_elapsed_ms,resync_to_idr_ms,rejected_idr_aus,dropped_non_idr_aus,au_complete,au_fec_recovered,au_fec_unrecoverable_group
Opal,PULSE,69968,sequence_resync,690,70029,60,0,13,True,False,False
