minute,cpu_temp_c,gpu_temp_c,gpu_power_w,load1,enc_cpu_pct,comp_cpu_pct,enc_rss_kb,comp_rss_kb,comp_threads,ra_rss_kb,hb_log_bytes,rec_log_bytes,archive_bytes,archive_files,recovery_state,restarts,fec_groups,fec_send_errors,fec_rtp_packets
23.02,58.25,47.0,23.0,1.98388671875,27.2,23.9,120564,49560,6,261904,1547523,14665,0,0,PLAYING,0,183221,0,1132789
23.52,57.0,47.0,25.0,2.07958984375,26.7,23.3,120564,49560,6,261880,1551368,14665,0,0,PLAYING,0,187197,0,1157357
24.02,57.75,47.0,24.0,1.7783203125,26.5,23.1,120564,49560,6,261904,1555219,14665,0,0,PLAYING,0,191318,0,1181613
24.52,57.625,47.0,21.0,1.8330078125,26.9,23.6,120564,49560,6,261904,1559063,14665,0,0,PLAYING,0,195421,0,1205963
25.02,57.5,47.0,24.0,1.9287109375,26.3,23.5,120564,49560,6,261904,1562911,14665,0,0,PLAYING,0,199332,0,1230450
25.53,56.5,46.0,24.0,1.9873046875,26.5,23.6,120564,49560,6,261880,1566762,14665,0,0,PLAYING,0,203216,0,1255269
26.03,56.75,46.0,20.0,1.70751953125,26.1,23.5,120564,49560,6,261880,1570610,14665,0,0,PLAYING,0,207279,0,1279810
26.53,56.75,46.0,24.0,1.55908203125,26.4,23.7,120564,49560,6,261880,1574461,14665,0,0,PLAYING,0,211326,0,1304314
27.03,57.5,46.0,24.0,1.896484375,26.6,23.6,120564,49560,6,261904,1578307,14665,0,0,PLAYING,0,215415,0,1328648
27.53,57.375,47.0,22.0,2.1240234375,26.9,23.8,120564,49560,6,261904,1582155,14665,0,0,PLAYING,0,219298,0,1353435
28.03,57.875,47.0,24.0,3.13134765625,26.6,24.1,120564,49560,6,261904,1586014,14665,0,0,PLAYING,0,223128,0,1378270
28.53,57.875,47.0,20.0,2.76171875,27.0,24.1,120564,49560,6,261904,1589894,14665,0,0,PLAYING,0,226979,0,1403063
29.03,58.0,47.0,19.0,2.2734375,26.6,23.6,120564,49560,6,261904,1593773,14665,0,0,PLAYING,0,231039,0,1427485
29.53,56.875,47.0,25.0,2.259765625,26.7,23.9,120588,49560,6,261864,1597652,14665,0,0,PLAYING,0,234959,0,1452079
