minute,cpu_temp_c,gpu_temp_c,gpu_power_w,load1,enc_cpu_pct,comp_cpu_pct,enc_rss_kb,comp_rss_kb,comp_threads,ra_rss_kb,hb_log_bytes,rec_log_bytes,archive_bytes,archive_files,recovery_state,restarts,fec_groups,fec_send_errors,fec_rtp_packets
22.52,57.875,47.0,24.0,2.357421875,27.0,0.0,120440,1904,1,261804,855937,13861,0,0,PLAYING,0,179406,0,1108745
23.02,59.25,48.0,21.0,1.98974609375,26.5,0.0,120440,1904,1,261804,859785,13861,0,0,PLAYING,0,183416,0,1133224
23.52,57.5,47.0,19.0,1.79931640625,27.1,0.0,120440,1904,1,261780,863635,13861,0,0,PLAYING,0,187386,0,1157739
24.02,58.875,47.0,24.0,1.953125,26.9,0.0,120440,1904,1,261804,867482,13861,0,0,PLAYING,0,191509,0,1182183
24.52,58.0,47.0,23.0,1.650390625,26.9,0.0,122928,1904,1,261812,871326,13861,0,0,PLAYING,0,195606,0,1206376
25.02,58.0,48.0,23.0,1.7099609375,26.8,0.0,122932,1904,1,261812,875173,13861,0,0,PLAYING,0,199538,0,1230987
25.53,57.375,47.0,22.0,1.41455078125,26.9,0.0,122932,1904,1,262132,879021,13861,0,0,PLAYING,0,203470,0,1255939
26.03,57.5,47.0,23.0,1.31884765625,26.7,0.0,122932,1904,1,262132,882867,13861,0,0,PLAYING,0,207493,0,1280303
26.53,57.375,47.0,20.0,2.44140625,27.2,0.0,122932,1904,1,262132,886716,13861,0,0,PLAYING,0,211503,0,1304694
27.03,58.125,48.0,25.0,2.18505859375,27.1,0.0,122932,1904,1,262156,890563,13861,0,0,PLAYING,0,215624,0,1329053
27.53,57.375,48.0,24.0,2.033203125,27.2,0.0,122932,1904,1,262156,894411,13861,0,0,PLAYING,0,219535,0,1353868
28.03,58.5,48.0,24.0,2.623046875,26.5,0.0,122932,1904,1,262156,898270,13861,0,0,PLAYING,0,223365,0,1378733
28.53,58.25,47.0,21.0,2.21875,27.5,0.0,122932,1904,1,262156,902148,13861,0,0,PLAYING,0,227228,0,1403458
29.03,59.0,49.0,23.0,2.07177734375,26.7,0.0,122932,1904,1,262156,906027,13861,0,0,PLAYING,0,231290,0,1427818
29.53,57.625,48.0,23.0,1.775390625,27.3,0.0,122932,1904,1,262120,909906,13861,0,0,PLAYING,0,235224,0,1452502
